gene	logFC	logCPM	PValue	FDR
Abca13	-1.71525239239991	4.8984795681667	0.00561329161314975	0.234195052619514
Sec16b	0.713030455100083	4.17507459299899	0.00563853979816729	0.234488222401382
Enpp6	-1.10261977190373	4.31723304362056	0.00565589007309159	0.234488222401382
Ifit1	0.860804497707328	3.88783636045342	0.00571638563695262	0.235600700992722
Egf	-1.025267332045	8.16706980028286	0.00572358707216937	0.235600700992722
Itgb2	0.919975564692359	2.88964401412745	0.00574314294956957	0.235600700992722
Ghr	-0.647680385876131	6.26456963520882	0.00575420401393026	0.235600700992722
Ms4a2	-0.988409377749847	0.598833334475886	0.00581333047288209	0.237284671685689
Ybx2	-1.04539217869568	1.98890117339767	0.00591096637458867	0.2405252490203
Cyp1b1	0.558020260776287	4.66475702560787	0.00593229478263633	0.240650382813161
Suclg2	-0.658110364992028	6.6997785731634	0.00601837954801333	0.243393607242355
Slc16a1	-1.2843646207599	3.05410021292833	0.0060567640940387	0.24391737532007
Dusp9	-1.1115997910526	0.219205929086349	0.00606833275978329	0.24391737532007
Clcnka	-1.19380892054281	2.46902744087147	0.00620565779067302	0.248242534376084
Scnn1a	-1.34471076595029	3.87215336285235	0.00623186794578903	0.248242534376084
Tgtp1	0.894763449973109	1.67500510182881	0.00624538825829277	0.248242534376084
Lama3	0.6119977721126	5.37850581024986	0.00625125314114531	0.248242534376084
Acy1	-0.920836460087435	4.82630176391874	0.0063300626120773	0.250617253686568
Nudt4	-0.516933964264149	7.34324604787243	0.00637087320301779	0.251477821283193
Fam151a	-1.3179831419882	2.05050927877008	0.00642209743372938	0.251824241791825
Galnt3	-1.16933752948635	3.33239414641306	0.00644636160894457	0.251824241791825
Iyd	-1.08798866569671	2.95313018611828	0.00646004477279862	0.251824241791825
Net1	-0.465817994330765	6.05534287429986	0.00647372009379125	0.251824241791825
Pdzk1ip1	-1.0952109631955	6.05625759004309	0.00647515306184987	0.251824241791825
Per1	0.501758501337223	8.16170804064253	0.00652985817910236	0.25269730030053
