gene	logFC	logCPM	PValue	FDR
Crim1	0.754432821887482	9.17475216906221	0.000410677002364719	0.0208750279355851
D430020J02Rik	1.73552480071254	0.00840161308953224	0.000421548310943735	0.0213455267334575
F830016B08Rik	1.90856538581374	1.82882518461346	0.000423264526673604	0.0213506258951082
Ly6i	1.50100004985376	0.513066840135798	0.000428324883318055	0.0215237325396632
Coch	1.25566639956596	1.94360853983202	0.000461839124022868	0.0230558035500958
Jade2	0.634780697544303	6.5138544161558	0.000462302356293537	0.0230558035500958
Metrnl	-0.888346554377956	6.55578485973722	0.000464397304468022	0.0230732134430428
Socs3	0.908516437621111	7.75520282544281	0.000467182401143675	0.0231246539832015
Fbln2	0.66618215147014	5.21631276011707	0.00047085864531673	0.0232196561809922
Ifi47	1.19313975715804	3.66622166096063	0.000473504953172304	0.0232633511565992
9230114K14Rik	1.16079550548783	2.25385477944032	0.00049436228497456	0.0241981183637918
Ccrl2	-0.654231086906605	6.28490163107325	0.000497872206659563	0.0242799966170213
Fkbp4	-0.933844677395717	8.12735278539199	0.000506384332144036	0.0246043210794691
Magi2	-1.051542943956	7.66724812280333	0.000516593578341376	0.0248925504422425
Sla	-1.19314293589519	3.07824565281427	0.000517283786669165	0.0248925504422425
Ifit2	0.659975676830759	5.64474074949477	0.000517966962138067	0.0248925504422425
Nrg1	1.4497712260279	2.33547774864789	0.000537298843144006	0.0257280489528666
Lipe	0.771311080918024	4.30751280762104	0.000563177747974306	0.0268698812896333
Serpinh1	-0.762692064108792	9.11803752544509	0.000566549260988322	0.026933507313747
Kap	-1.17693504777632	10.3776913712227	0.000578291724441653	0.0273182460098386
Tbc1d8	0.895284996744797	3.70115542085771	0.00057877639851353	0.0273182460098386
H2-Q6	-1.08761626954246	2.99823004527981	0.000582028241072192	0.0273739688043064
H2-Q4	0.999402265072073	7.10528980317716	0.00058956672033685	0.0275895300674077
A4galt	1.05415159034311	3.28399313349131	0.000590786698628661	0.0275895300674077
Per1	0.674105440350742	8.21004423635418	0.00059673463754032	0.0277691724286368
Tmc7	-0.955307108322032	5.44723469553868	0.000600277332635831	0.0278360183442636
Egr1	0.90163592361018	9.28940451662394	0.000612723974497245	0.0283138463180265
Gbp7	0.760722152707418	6.40060330601279	0.000634392611833936	0.0292130061254261
Fzd5	0.709883602127746	5.29445466455242	0.000638560011695705	0.0293028094255918
Tnfrsf10b	1.14042427593121	3.21806633302455	0.000647640723242668	0.029616677503028
Cp	0.706041130575737	6.78557114631181	0.000657094648686314	0.0298947538126703
Marveld1	-0.714736130396545	8.70909192314895	0.000658245562915184	0.0298947538126703
Lhfpl2	-1.00098957464805	3.2544908367161	0.000666160290977225	0.030150597279298
Foxo3	0.641963990085632	7.28037730810706	0.000674015079270363	0.0304019907427888
Epha2	0.864969830602972	6.33579184533705	0.000689386442728527	0.0309895619969395
Sowahd	1.2907310682913	1.67698307875196	0.000694986878580245	0.031135412160395
Ttn	1.48905748317254	0.692244065978758	0.000697530869410726	0.0311438107099059
Lrtm2	1.08301035460899	3.52659129144623	0.000701199473886758	0.031202196117466
Ugt2b38	-1.10546022160289	6.79778139891196	0.000711823490479919	0.0315471128434366
Tmem189	0.595621119732108	6.43045467048102	0.000714159255698952	0.0315471128434366
Mgat5b	-1.27902063265696	3.66870317122999	0.000716111823019899	0.0315471128434366
Hap1	0.944531575714359	3.36093503002417	0.000720693637684409	0.0315514034364821
Hspe1	-0.916259588576944	5.91545499400569	0.000720983946566102	0.0315514034364821
Irf1	0.901686069672343	6.07397060739273	0.00072888921457341	0.0317920787452217
Col4a5	0.732706127254987	7.84432094530594	0.00075215973801618	0.0326991549263876
Itpripl1	0.732219285261633	4.86180045960207	0.00076659207780873	0.0330105428984026
Slc6a6	0.725416974735895	9.68335459183636	0.000767405894629775	0.0330105428984026
Serpinb6b	0.745888908354738	5.70693122193935	0.000767844468341467	0.0330105428984026
Gm51263	1.23905938642641	2.58855418585358	0.000769313499750909	0.0330105428984026
Atf7ip2	1.832633611586	0.130958137438528	0.000772956159722453	0.0330595100546665
Rassf2	-1.01856654684809	3.38649871269134	0.000788173681640129	0.0336016237953418
